analysis_neighborhood,year,median_value,mean_value,total_units,parcel_count,median_stories,median_bedrooms,median_year_built,pct_residential,is_soma,is_potrero_hill,is_hayes_valley,is_civic_center,post_van_ness,log_median_value,density,building_age,crime_rate,violent_rate,property_rate,median_hh_income,log_income,post_soma_dev,soma_x_post,potrero_x_post,van_ness_treated,van_ness_x_post
Bayview Hunters Point,2020,396226.0,680558.0532026269,9744.0,10507,1.0,0.0,1950.0,0.781288664699724,0,0,0,0,1,12.88974003451598,0.927381745502998,70.0,187.06047819971872,27.903355435001004,83.55937311633514,78521.1518006002,11.271123317164626,1,0,0,0,0
Bayview Hunters Point,2021,412226.0,707693.9918245648,9550.0,10397,1.0,0.0,1950.0,0.789650860825238,0,0,0,0,1,12.929327021625891,0.9185341925555449,71.0,211.9750853928069,26.270845891099057,102.195097448262,83023.31453707583,11.326876745371326,1,0,0,0,0
Bayview Hunters Point,2022,431530.0,741997.210637684,10206.0,10397,1.0,0.0,1950.0,0.7905164951428296,0,0,0,0,1,12.97509231200197,0.9816293161488892,72.0,211.8495077355837,26.79827205143661,108.70002009242516,92689.53910408648,11.437010898412662,1,0,0,0,0
Bayview Hunters Point,2023,482696.0,840924.1707465719,10123.0,9845,1.0,0.0,1950.0,0.8354494667343829,0,0,0,0,1,13.087142334893718,1.0282376841036058,73.0,208.96122161944947,24.51275868997388,107.6200522403054,95521.27619366167,11.467104289023586,1,0,0,0,0
Bernal Heights,2009,301534.0,385655.8130607442,8581.0,6799,1.0,0.0,1918.0,0.9361670833946169,0,0,0,0,0,12.61663805827728,1.2620973672598912,91.0,,,,,,0,0,0,0,0
Bernal Heights,2010,311342.0,397110.1181217902,8555.0,6815,1.0,0.0,1918.0,0.937050623624358,0,0,0,0,0,12.648647265414521,1.2553191489361701,92.0,,,,,,0,0,0,0,0
Bernal Heights,2011,324158.0,408215.07898200967,8515.0,6837,1.0,0.0,1918.0,0.9375457071815123,0,0,0,0,0,12.688986330230728,1.245429281848764,93.0,,,,,,0,0,0,0,0
Bernal Heights,2012,343192.0,427214.080064168,8488.0,6857,1.0,0.0,1919.0,0.937727869330611,0,0,0,0,0,12.746045336300952,1.237859122065043,93.0,,,,,,0,0,0,0,0
Bernal Heights,2013,360065.0,448808.16593886464,8469.0,6870,1.0,0.0,1919.0,0.9382823871906841,0,0,0,0,0,12.794039849689655,1.2327510917030569,94.0,,,,,,0,0,0,0,0
Bernal Heights,2015,397953.5,504769.15031921066,8428.0,6892,1.0,0.0,1919.0,0.940510737086477,0,0,0,0,1,12.894090443270077,1.2228670922809053,96.0,,,,,,1,0,0,0,0
Bernal Heights,2016,420490.5,545217.4541111755,8402.0,6908,1.0,0.0,1919.0,0.9418066010422699,0,0,0,0,1,12.949177165987734,1.2162709901563404,97.0,,,,,,1,0,0,0,0
Bernal Heights,2017,443719.0,583295.9225545442,8384.0,6921,1.0,0.0,1919.0,0.9419159081057651,0,0,0,0,1,13.002946758176568,1.2113856379135963,98.0,,,,,,1,0,0,0,0
Bernal Heights,2018,481071.0,691897.2141516246,8403.0,6925,1.0,0.0,1919.0,0.9422382671480144,0,0,0,0,1,13.08377014734235,1.2134296028880867,99.0,111.34479271991913,10.596562184024268,56.05662285136501,,,1,0,0,0,0
Bernal Heights,2019,519583.0,764147.9453496756,8523.0,6935,1.0,0.0,1919.0,0.9431867339581831,0,0,0,0,1,13.160781845768373,1.228983417447729,100.0,107.21941354903944,10.434782608695652,53.7917087967644,,,1,0,0,0,0
Bernal Heights,2020,554949.0,800819.2949050086,8502.0,6948,1.0,0.0,1919.0,0.9431491076568796,0,0,0,0,1,13.226631496614361,1.2236614853195165,101.0,106.77451971688576,10.758341759352884,59.413549039433775,,,1,0,0,0,0
Bernal Heights,2021,578755.5,836658.1500719425,8503.0,6950,1.0,0.0,1919.0,0.9433093525179856,0,0,0,0,1,13.268635387577167,1.223453237410072,102.0,115.0252780586451,12.740141557128412,63.09403437815976,,,1,0,0,0,0
Bernal Heights,2022,624201.0,888450.9244930246,8520.0,6953,1.0,0.0,1919.0,0.9437652811735942,0,0,0,0,1,13.344227710868157,1.2253703437365167,103.0,111.7896865520728,10.111223458038422,67.05763397371082,,,1,0,0,0,0
Bernal Heights,2023,664575.5,929183.1228070175,8506.0,6954,1.0,1.0,1919.0,0.9449237848720161,0,0,0,0,1,13.406903769943861,1.2231809030773655,104.0,120.20222446916075,9.585439838220426,70.45500505561172,,,1,0,0,0,0
Castro/Upper Market,2009,527548.0,682660.0273545707,11103.0,5776,2.0,0.0,1910.0,0.9567174515235457,0,0,0,0,0,13.175995135453205,1.9222645429362881,99.0,,,,,,0,0,0,0,0
Castro/Upper Market,2010,547555.0,697785.2732887288,11030.0,5829,2.0,0.0,1910.0,0.9569394407273975,0,0,0,0,0,13.21321819224837,1.8922628238119745,100.0,,,,,,0,0,0,0,0
Castro/Upper Market,2011,562833.0,715237.1492079714,10950.0,5871,2.0,0.0,1910.0,0.9572474876511667,0,0,0,0,0,13.24073823789784,1.8650996423096577,101.0,,,,,,0,0,0,0,0
Castro/Upper Market,2012,595601.0,748905.5921230561,10889.0,5916,2.0,0.0,1910.0,0.9577417173766059,0,0,0,0,0,13.297326258769763,1.840601757944557,102.0,,,,,,0,0,0,0,0
Castro/Upper Market,2013,627442.0,783727.8856566336,10823.0,5947,2.0,0.0,1910.0,0.9577938456364553,0,0,0,0,0,13.34940651543725,1.8199091979149151,103.0,,,,94975.07328869047,11.461369749718498,0,0,0,0,0
Castro/Upper Market,2015,688391.0,866814.1495663557,10728.0,6111,2.0,0.0,1910.0,0.9592538046146294,0,0,0,0,1,13.442112269439752,1.7555228276877761,105.0,,,,100634.68081203377,11.519252216920949,1,0,0,0,0
Castro/Upper Market,2016,728348.0,923374.2456595814,10741.0,6163,2.0,0.0,1910.0,0.9599221158526692,0,0,0,0,1,13.498534234940736,1.7428200551679376,106.0,,,,102559.8507828932,11.538201817228451,1,0,0,0,0
Castro/Upper Market,2017,769244.0,999052.9230769231,10659.0,6227,2.0,0.0,1910.0,0.9601734382527702,0,0,0,0,1,13.553163493348865,1.7117392002569456,107.0,,,,113638.97497991507,11.640781816039334,1,0,0,0,0
Castro/Upper Market,2018,819068.0,1087800.9774363898,10704.0,6249,2.0,0.0,1910.0,0.961433829412706,0,0,0,0,1,13.615922387471594,1.7129140662506002,108.0,197.10316018888489,18.570650199782055,98.71049763893934,129091.72461399752,11.768278474191494,1,0,0,0,0
Castro/Upper Market,2019,861693.0,1164328.6002552242,10668.0,6269,2.0,0.0,1910.0,0.9617163821981177,0,0,0,0,1,13.666654337718015,1.7017068112936673,109.0,182.4373410824555,19.705775517617145,86.22411914275337,136217.03008484037,11.822004702214663,1,0,0,0,0
Castro/Upper Market,2020,907695.0,1243875.143152537,10636.0,6287,2.0,0.0,1910.0,0.9619850485128042,0,0,0,0,1,13.718663698071653,1.691744870367425,110.0,151.15328732292045,13.167453686887033,79.73120232473666,177695.03357206803,12.087824065367643,1,0,0,0,0
Castro/Upper Market,2021,941110.0,1287880.4818398096,10608.0,6305,2.0,0.0,1910.0,0.9627279936558287,0,0,0,0,1,13.754815308653777,1.6824742268041237,111.0,163.14021067925898,13.53069378859426,87.72248456229568,206992.04742839545,12.240435653289195,1,0,0,0,0
Castro/Upper Market,2022,1004805.5,1355779.0531141323,10555.0,6326,2.0,1.0,1910.0,0.9634840341447992,0,0,0,0,1,13.820304548407206,1.6685109073664244,112.0,142.25390483109334,11.850708318198327,81.5928078459862,208031.58659217876,12.245445205770347,1,0,0,0,0
Castro/Upper Market,2023,1068535.0,1416218.8673677603,10528.0,6371,2.0,1.0,1910.0,0.9651546068121174,0,0,0,0,1,13.881799109405147,1.6524878355046304,113.0,129.49509625862694,13.621503814021068,70.83181983290955,211306.28386787936,12.261063942243254,1,0,0,0,0
Chinatown,2009,528600.0,2101878.575869726,5803.0,1351,3.0,0.0,1912.0,0.5647668393782384,0,0,0,0,0,13.177987281152326,4.295336787564767,97.0,,,,,,0,0,0,0,0
Chinatown,2010,547914.0,2248081.4292002935,5807.0,1363,3.0,0.0,1912.0,0.5678650036683786,0,0,0,0,0,13.213873619308107,4.260454878943507,98.0,,,,,,0,0,0,0,0
Chinatown,2011,559455.0,2266031.1143695014,5818.0,1364,3.0,0.0,1912.0,0.5659824046920822,0,0,0,0,0,13.234718374545112,4.265395894428153,99.0,,,,,,0,0,0,0,0
Chinatown,2012,585504.0,2339729.6176900584,5770.0,1368,3.0,0.0,1912.0,0.5672514619883041,0,0,0,0,0,13.280228293764292,4.2178362573099415,100.0,,,,,,0,0,0,0,0
Chinatown,2013,615004.0,2408435.4945295407,5753.0,1371,3.0,0.0,1912.0,0.5681983953318746,0,0,0,0,0,13.329384050832545,4.196207148067105,101.0,,,,29265.83572958091,10.28417609862428,0,0,0,0,0
Chinatown,2015,674151.0,2476239.5411507646,5785.0,1373,3.0,0.0,1912.0,0.5826656955571741,0,0,0,0,1,13.421209400410524,4.213401310997815,103.0,,,,27724.80994780473,10.230082957291726,1,0,0,0,0
Chinatown,2016,700064.0,2554522.183539694,5801.0,1373,3.0,0.0,1912.0,0.584122359796067,0,0,0,0,1,13.458927038417633,4.2250546249089584,104.0,,,,36202.644295302016,10.49688744197762,1,0,0,0,0
Chinatown,2017,737419.0,2966194.985475672,5797.0,1377,3.0,0.0,1912.0,0.5853304284676834,0,0,0,0,1,13.510911530655825,4.209876543209877,105.0,,,,38587.332924586146,10.560679339020313,1,0,0,0,0
Chinatown,2018,780104.0,3287804.353367125,5934.0,1381,3.0,0.0,1912.0,0.5879797248370746,0,0,0,0,1,13.56718252311101,4.296886314265025,106.0,223.66339765896868,16.687757038911737,104.79278709269218,48200.29892141757,10.783120501708622,1,0,0,0,0
Chinatown,2019,847902.0,3377636.606405694,5960.0,1405,2.0,0.0,1912.0,0.5914590747330961,0,0,0,0,1,13.650520342058035,4.241992882562277,107.0,218.28535273647577,14.6314457450174,99.9683644416324,51290.89880952381,10.845268604299253,1,0,0,0,0
Chinatown,2020,885616.5,3738684.2638691324,5960.0,1406,2.0,0.0,1912.0,0.5910384068278806,0,0,0,0,1,13.694039291639315,4.238975817923186,108.0,145.44447959506485,12.891490034799114,58.84213856374565,56266.69219173952,10.937858026120441,1,0,0,0,0
Chinatown,2021,915803.5,4106531.4864864866,5961.0,1406,2.0,0.0,1912.0,0.5910384068278806,0,0,0,0,1,13.72755710099298,4.239687055476529,109.0,160.70863650743436,15.343245808288517,63.033850047453335,60224.58588779641,11.00583595137469,1,0,0,0,0
Chinatown,2022,957325.5,4214125.223721591,5971.0,1408,2.0,0.0,1912.0,0.5909090909090909,0,0,0,0,1,13.771898737997413,4.240767045454546,110.0,178.34546029737425,15.264156912369504,80.90794052515027,69989.16155691816,11.156095674142167,1,0,0,0,0
Chinatown,2023,987562.5,4275689.073257468,5948.0,1406,2.0,0.0,1912.0,0.5931721194879089,0,0,0,0,1,13.802995064893855,4.230440967283073,111.0,174.3119266055046,14.473267953179374,85.17874090477696,48252.61390284757,10.784205279452047,1,0,0,0,0
Excelsior,2009,259364.0,303227.05616438354,9695.0,8760,1.0,0.0,1927.0,0.9739726027397261,0,0,0,0,0,12.46598775942923,1.1067351598173516,82.0,,,,,,0,0,0,0,0
Excelsior,2010,263736.0,303676.5793677964,9696.0,8763,1.0,0.0,1927.0,0.9745520940317243,0,0,0,0,0,12.482703881794869,1.1064703868538173,83.0,,,,,,0,0,0,0,0
Excelsior,2011,271928.0,311983.8263595941,9695.0,8771,1.0,0.0,1927.0,0.974233268726485,0,0,0,0,0,12.513292604354996,1.1053471667996808,84.0,,,,,,0,0,0,0,0
Excelsior,2012,281430.5,317269.3835194894,9698.0,8774,1.0,0.0,1927.0,0.9745839981764304,0,0,0,0,0,12.547640804427257,1.1053111465694097,85.0,,,,,,0,0,0,0,0
Excelsior,2013,296670.0,329716.82566089334,9741.0,8776,1.0,0.0,1927.0,0.975045578851413,0,0,0,0,0,12.600375688932147,1.1099589790337283,86.0,,,,56498.4739195231,10.941968906495822,0,0,0,0,0
Excelsior,2015,319562.0,364759.34012521344,9755.0,8785,1.0,0.0,1927.0,0.9758679567444508,0,0,0,0,1,12.674706587181976,1.1104154809334092,88.0,,,,64236.97447267498,11.070334250261766,1,0,0,0,0
Excelsior,2016,334585.0,387626.71906659077,9759.0,8785,1.0,0.0,1927.0,0.976437108708025,0,0,0,0,1,12.720646236882642,1.1108708025042686,89.0,,,,68788.48720985315,11.138791672852937,1,0,0,0,0
Excelsior,2017,347263.0,406281.1410198042,9768.0,8786,1.0,0.0,1927.0,0.9763259731390849,0,0,0,0,1,12.757837696920882,1.1117687229683588,90.0,,,,75889.09968990467,11.237028338971477,1,0,0,0,0
Excelsior,2018,364622.5,435215.40758024127,9785.0,8786,1.0,0.0,1927.0,0.9765536080127476,0,0,0,0,1,12.806617850787244,1.1137036193944911,91.0,60.714756692601874,6.540946854806805,24.423051562706053,79218.67860422406,11.279967390958834,1,0,0,0,0
Excelsior,2019,379954.0,465889.57277796743,9786.0,8787,1.0,0.0,1927.0,0.9766700808011836,0,0,0,0,1,12.847805471743529,1.1136906794127688,92.0,54.411182909138866,6.831069497560333,23.869181062903863,81738.07760180996,11.31127523839064,1,0,0,0,0
Excelsior,2020,397704.0,497707.5603732787,9786.0,8787,1.0,0.0,1927.0,0.9766700808011836,0,0,0,0,1,12.89346328897774,1.1136906794127688,93.0,58.974020836080705,5.96070156929975,32.20361334564157,108892.05537251568,11.598112352839395,1,0,0,0,0
Excelsior,2021,408203.0,529514.2189349112,9788.0,8788,1.0,0.0,1927.0,0.9769003186162949,0,0,0,0,1,12.919519878669435,1.1137915339098772,94.0,57.18053540814981,6.4881972833970725,30.436502703415535,97258.84705882354,11.485131229670197,1,0,0,0,0
Excelsior,2022,425146.0,544177.9373079987,9824.0,8789,1.0,0.0,1927.0,0.9774718397997497,0,0,0,0,1,12.9601879183256,1.1177608374103993,95.0,55.7826717657919,6.4881972833970725,29.618884346564684,107416.62393858325,11.584470234354345,1,0,0,0,0
Excelsior,2023,448673.0,576239.3780890559,9834.0,8781,1.0,0.0,1927.0,0.9783623733060016,0,0,0,0,1,13.014049616318031,1.1199180047830544,96.0,62.376368192008435,6.013451140709482,35.6059607015693,101568.4428852782,11.528488164357023,1,0,0,0,0
Financial District/South Beach,2009,675000.0,3974758.2705376344,13148.0,6975,1.0,1.0,2000.0,0.8481720430107527,0,0,0,0,0,13.422467969854667,1.8850179211469533,9.0,,,,,,0,0,0,0,0
Financial District/South Beach,2010,712886.0,4180521.785069494,13327.0,6979,1.0,1.0,2000.0,0.8476859148875197,0,0,0,0,0,13.47707679881498,1.9095859005588194,10.0,,,,,,0,0,0,0,0
Financial District/South Beach,2011,723376.5,3917926.7374639013,13324.0,7618,1.0,1.0,2001.0,0.8447098976109215,0,0,0,0,0,13.49168511248726,1.749015489629824,10.0,,,,,,0,0,0,0,0
Financial District/South Beach,2012,730977.0,4000126.148323471,13311.0,7605,1.0,1.0,2001.0,0.8448389217619987,0,0,0,0,0,13.502137274488632,1.7502958579881658,11.0,,,,,,0,0,0,0,0
Financial District/South Beach,2013,772042.5,4131103.7653866387,13932.0,7604,1.0,1.0,2001.0,0.8540241977906365,0,0,0,0,0,13.55679487930509,1.832193582325092,12.0,,,,65685.94061457015,11.092640187882834,0,0,0,0,0
Financial District/South Beach,2015,841482.0,4617428.993293004,14383.0,7604,1.0,1.0,2001.0,0.8612572330352446,0,0,0,0,1,13.642919902009888,1.8915044713308784,14.0,,,,69814.56459240355,11.153597928765908,1,0,0,0,0
Financial District/South Beach,2016,859282.0,4851692.330151252,16026.0,8066,1.0,1.0,2002.0,0.8674683858170097,0,0,0,0,1,13.663852435799246,1.9868584180510787,14.0,,,,76514.18569474004,11.245231436542054,1,0,0,0,0
Financial District/South Beach,2017,929972.0,5246319.025193575,15809.0,8653,1.0,1.0,2002.0,0.8753033629954929,0,0,0,0,1,13.742909757149317,1.8269964174274818,15.0,,,,83554.13768686073,11.33325005627857,1,0,0,0,0
Financial District/South Beach,2018,997806.0,5720794.9699368905,17047.0,8715,1.0,1.0,2002.0,0.8796328169822146,0,0,0,0,1,13.8133141476201,1.9560527825588065,16.0,505.2816183368001,34.01443778294384,300.86871405848524,90057.72984356197,11.408206186382206,1,0,0,0,0
Financial District/South Beach,2019,1047956.0,5823263.889235222,17909.0,8983,1.0,1.0,2003.0,0.8723143715907826,0,0,0,0,1,13.862352158248916,1.9936546810642324,16.0,476.4060524491211,34.78934703699172,282.3932460540805,95546.65451609182,11.46736993614171,1,0,0,0,0
Financial District/South Beach,2020,1092420.0,6267158.487745098,17739.0,8976,1.0,1.0,2003.0,0.8724376114081996,0,0,0,0,1,13.903905976726065,1.9762700534759359,17.0,273.17590440066886,19.821363024593172,149.5167013336596,120791.50364238412,11.70182122792307,1,0,0,0,0
Financial District/South Beach,2021,1084000.0,5965788.130704521,17747.0,9510,1.0,1.0,2004.0,0.8800210304942166,0,0,0,0,1,13.896168460981729,1.8661409043112513,17.0,312.3292140788776,21.860597903666545,171.0510216566744,122617.85585287052,11.716827935051175,1,0,0,0,0
Financial District/South Beach,2022,1159262.0,6197411.296680498,16840.0,9640,1.0,1.0,2004.0,0.8626556016597511,0,0,0,0,1,13.96329415372051,1.7468879668049793,18.0,330.23369631714183,23.41041641176231,193.56417472164443,135563.57436433298,11.817195992770342,1,0,0,0,0
Financial District/South Beach,2023,1169742.0,6307828.171007575,17391.0,9637,1.0,1.0,2004.0,0.8669710490816644,0,0,0,0,1,13.972293769636899,1.8046072429179205,19.0,294.38394714303195,25.368081895672745,163.1795750234512,130285.93413870246,11.777486807467842,1,0,0,0,0
Glen Park,2009,341815.0,472674.18638743454,3586.0,2865,1.0,0.0,1938.0,0.9762652705061082,0,0,0,0,0,12.742024934013743,1.2516579406631763,71.0,,,,,,0,0,0,0,0
Glen Park,2010,357768.0,482745.34512660425,3556.0,2883,1.0,0.0,1938.0,0.9767603191120361,0,0,0,0,0,12.787640010618375,1.233437391605966,72.0,,,,,,0,0,0,0,0
Glen Park,2011,420752.0,520830.1579244219,2121.0,1773,1.0,0.0,1914.0,0.9751833051325437,0,0,0,0,0,12.949798865458273,1.1962774957698816,97.0,,,,,,0,0,0,0,0
Glen Park,2012,386447.0,515426.14561766735,3526.0,2898,1.0,0.0,1939.0,0.9765355417529331,0,0,0,0,0,12.864750009534255,1.2167011732229123,73.0,,,,,,0,0,0,0,0
Glen Park,2013,403383.5,538816.2267401792,3519.0,2902,1.0,0.0,1939.0,0.9779462439696761,0,0,0,0,0,12.907643001335533,1.2126119917298415,74.0,,,,,,0,0,0,0,0
Glen Park,2015,463708.5,615964.5034411562,3512.0,2906,1.0,0.0,1939.0,0.9786648313833448,0,0,0,0,1,13.047011401028884,1.208534067446662,76.0,,,,,,1,0,0,0,0
Glen Park,2016,485840.0,659798.0440165062,3512.0,2908,1.0,0.0,1939.0,0.9797111416781293,0,0,0,0,1,13.093634630571456,1.2077028885832186,77.0,,,,,,1,0,0,0,0
Glen Park,2017,507374.0,695487.6197327852,3498.0,2919,1.0,0.0,1939.0,0.9791024323398424,0,0,0,0,1,13.137003683210457,1.198355601233299,78.0,,,,,,1,0,0,0,0
Glen Park,2018,544460.0,743322.7020184741,3490.0,2923,1.0,0.0,1939.0,0.9798152582962709,0,0,0,0,1,13.20754975676505,1.1939787889154978,79.0,81.69780089855757,6.620950579333176,45.99196027429653,,,1,0,0,0,0
